document_id,clean_text,sentiment
589,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
590,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
591,bought stock jobread,neutral
592,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
593,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
594,read,negative
595,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
596,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
597,wow great price fast ship perfect condit excel computerread,positive
598,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
599,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
600,bought stock jobread,neutral
601,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
602,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
603,read,positive
604,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,neutral
605,damag product cant even use rather given stress wast time still havent receiv back moneyread,negative
606,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
607,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
608,wow great price fast ship perfect condit excel computerread,negative
609,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
610,wow great price fast ship perfect condit excel computerread,neutral
611,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
612,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
613,wow great price fast ship perfect condit excel computerread,negative
614,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
615,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
616,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
617,wow great price fast ship perfect condit excel computerread,neutral
618,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
619,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
620,bought stock jobread,negative
621,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
622,wow great price fast ship perfect condit excel computerread,neutral
623,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
624,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
625,bought stock jobread,neutral
626,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
627,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
628,wow great price fast ship perfect condit excel computerread,negative
629,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
630,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
631,bought stock jobread,neutral
632,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
633,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
634,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
635,wow great price fast ship perfect condit excel computerread,neutral
636,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
637,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
638,bought stock jobread,negative
639,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
640,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
641,read,neutral
642,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
643,wow great price fast ship perfect condit excel computerread,negative
644,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
645,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
646,bought stock jobread,neutral
647,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
648,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
649,read,positive
650,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,negative
651,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
652,wow great price fast ship perfect condit excel computerread,neutral
653,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
654,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
655,bought stock jobread,positive
656,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
657,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
658,read,negative
659,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
660,damag product cant even use rather given stress wast time still havent receiv back moneyread,negative
661,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
662,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
663,wow great price fast ship perfect condit excel computerread,neutral
664,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
665,wow great price fast ship perfect condit excel computerread,negative
666,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
667,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
668,wow great price fast ship perfect condit excel computerread,positive
669,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
670,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
671,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
672,wow great price fast ship perfect condit excel computerread,positive
673,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
674,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
675,bought stock jobread,neutral
676,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
677,wow great price fast ship perfect condit excel computerread,neutral
678,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
679,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
680,bought stock jobread,neutral
681,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
682,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
683,wow great price fast ship perfect condit excel computerread,negative
684,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
685,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
686,bought stock jobread,positive
687,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
688,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
689,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
690,wow great price fast ship perfect condit excel computerread,positive
691,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
692,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
693,bought stock jobread,negative
694,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
695,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
696,read,positive
697,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
698,wow great price fast ship perfect condit excel computerread,neutral
699,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
700,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
701,bought stock jobread,negative
702,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
703,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
704,read,neutral
705,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
706,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
707,wow great price fast ship perfect condit excel computerread,negative
708,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
709,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
710,bought stock jobread,neutral
711,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
712,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
713,read,neutral
714,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
715,damag product cant even use rather given stress wast time still havent receiv back moneyread,positive
716,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
717,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
718,wow great price fast ship perfect condit excel computerread,negative
719,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
720,wow great price fast ship perfect condit excel computerread,positive
721,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
722,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
723,wow great price fast ship perfect condit excel computerread,negative
724,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
725,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
726,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
727,wow great price fast ship perfect condit excel computerread,neutral
728,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
729,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
730,bought stock jobread,neutral
731,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
732,wow great price fast ship perfect condit excel computerread,positive
733,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
734,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
735,bought stock jobread,positive
736,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
737,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
738,wow great price fast ship perfect condit excel computerread,neutral
739,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
740,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
741,bought stock jobread,positive
742,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
743,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
744,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
745,wow great price fast ship perfect condit excel computerread,positive
746,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
747,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
748,bought stock jobread,negative
749,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
750,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
751,read,positive
752,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
753,wow great price fast ship perfect condit excel computerread,neutral
754,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
755,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
756,bought stock jobread,neutral
757,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
758,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
759,read,neutral
760,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,negative
761,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
762,wow great price fast ship perfect condit excel computerread,neutral
763,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
764,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
765,bought stock jobread,neutral
766,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
767,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
768,read,positive
769,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
770,damag product cant even use rather given stress wast time still havent receiv back moneyread,negative
771,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
772,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
773,wow great price fast ship perfect condit excel computerread,negative
774,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
775,wow great price fast ship perfect condit excel computerread,neutral
776,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
777,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
778,wow great price fast ship perfect condit excel computerread,negative
779,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
780,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
781,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
782,wow great price fast ship perfect condit excel computerread,neutral
783,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
784,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
785,bought stock jobread,neutral
786,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
787,wow great price fast ship perfect condit excel computerread,neutral
788,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
789,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
790,bought stock jobread,neutral
791,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
792,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
793,wow great price fast ship perfect condit excel computerread,positive
794,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
795,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
796,bought stock jobread,positive
797,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
798,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
799,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
800,wow great price fast ship perfect condit excel computerread,negative
801,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
802,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
803,bought stock jobread,positive
804,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
805,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
806,read,neutral
807,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
808,wow great price fast ship perfect condit excel computerread,negative
809,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
810,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
811,bought stock jobread,positive
812,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
813,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
814,read,neutral
815,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
816,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
817,wow great price fast ship perfect condit excel computerread,positive
818,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
819,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
820,bought stock jobread,negative
821,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
822,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
823,read,negative
824,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
825,damag product cant even use rather given stress wast time still havent receiv back moneyread,positive
826,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
827,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
828,wow great price fast ship perfect condit excel computerread,neutral
829,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
830,wow great price fast ship perfect condit excel computerread,positive
831,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
832,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
833,wow great price fast ship perfect condit excel computerread,negative
834,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
835,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
836,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
837,wow great price fast ship perfect condit excel computerread,positive
838,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
839,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
840,bought stock jobread,positive
841,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
842,wow great price fast ship perfect condit excel computerread,neutral
843,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
844,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
845,bought stock jobread,neutral
846,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
847,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
848,wow great price fast ship perfect condit excel computerread,negative
849,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
850,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
851,bought stock jobread,positive
852,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
853,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
854,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
855,wow great price fast ship perfect condit excel computerread,negative
856,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
857,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
858,bought stock jobread,negative
859,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
860,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
861,read,positive
862,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
863,wow great price fast ship perfect condit excel computerread,negative
864,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
865,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
866,bought stock jobread,negative
867,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
868,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
869,read,neutral
870,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,neutral
871,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
872,wow great price fast ship perfect condit excel computerread,positive
873,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
874,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
875,bought stock jobread,neutral
876,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
877,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
878,read,neutral
879,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,neutral
880,damag product cant even use rather given stress wast time still havent receiv back moneyread,neutral
881,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
882,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
883,wow great price fast ship perfect condit excel computerread,neutral
884,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
885,wow great price fast ship perfect condit excel computerread,neutral
